Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
90-66-51,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-66-51,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-66-106,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-66-106,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-72-22,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-72-22,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-72-71,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-72-71,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-78-122,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-78-122,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-83-16,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-83-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-84-84,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-84-84,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-87-109,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-87-109,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-89-16,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-89-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-89-17,Category,1,Beauty & Spas,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-89-17,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-97-110,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-97-110,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-97-114,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-97-114,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-98-97,Category,1,Arts & Entertainment,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-98-97,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
90-102-13,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
